"ADMINID","ENRORGID","PERMNUMBER","ETHNO","RACE_AMI","RACE_ASI","RACE_AFA","RACE_NAT","RACE_WHT","ADMINSTAT","ENTRYTYPE","ENRBEGDATE","ENRENDDATE","EXITTYPE","NEWENRORGID","SS504","EST","NSLELG","HOMELESS","MKSERVICE","UNYOUTH","NTRESNO","DUAL_ENR","T1SERVICES","IST1RLA","IST1MATH","IST1SCIENCE","IST1SOCIAL","IST1VOC","IST1OTHER","SST1HEALTH","SST1GUID","SST1OTHER","SY"
"SU021","PS295","1250034","2","N","N","N","N","Y","01","01","08/29/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250128","2","N","N","N","N","Y","01","06","09/08/2020","","","","Y","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250131","2","N","N","N","N","Y","08","04","09/08/2020","02/07/2021","03","IS042","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250147","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250148","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250249","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250350","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250362","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1250366","2","N","N","N","N","Y","01","01","08/31/2016","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250430","2","N","N","N","N","Y","01","01","08/29/2018","03/07/2021","01","PS406","Y","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1250448","2","Y","N","N","N","Y","01","01","10/19/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250667","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250687","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250782","2","Y","N","N","N","Y","01","06","09/16/2020","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250827","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250837","2","Y","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250885","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1250946","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1251136","2","Y","N","N","N","Y","01","01","01/10/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251269","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251369","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1251388","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1251402","2","N","N","N","N","Y","01","01","12/02/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251485","2","Y","N","N","N","Y","02","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251490","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251675","2","N","N","N","N","Y","05","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251717","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1251722","2","N","N","N","N","Y","01","08","08/14/2014","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251782","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251796","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251818","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251823","2","N","N","N","N","Y","01","01","09/08/2020","09/08/2020","01","PA003","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251853","2","N","N","N","N","Y","01","01","08/28/2019","","","","Y","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1251974","2","N","N","N","N","Y","01","01","08/28/2019","","","","Y","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1252045","1","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252062","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1252099","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252103","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252105","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252128","2","N","N","N","N","Y","01","06","09/08/2020","","","","Y","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252163","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252470","2","N","N","N","N","Y","01","01","08/29/2017","09/09/2020","19","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252546","2","Y","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252547","2","N","N","N","N","Y","01","01","08/28/2019","","","","Y","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252716","2","Y","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252722","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252743","2","Y","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252744","2","N","N","N","N","Y","01","01","01/17/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252780","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252782","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252789","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1252808","2","Y","N","N","N","Y","01","01","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1253711","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1253774","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1253776","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1253790","2","N","N","N","N","Y","01","01","03/09/2015","01/24/2021","03","IS167","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1253793","2","Y","N","N","N","Y","01","01","08/25/2015","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1253795","2","N","N","N","N","Y","01","01","01/03/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1253867","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1253868","2","N","N","N","N","Y","08","04","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1253870","2","Y","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1253873","2","N","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1254067","2","N","N","N","N","Y","01","01","08/25/2015","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254091","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254516","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254628","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1254629","2","N","N","N","N","Y","01","08","04/11/2016","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254644","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1254734","2","Y","N","N","N","Y","01","01","08/26/2014","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254747","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1254752","2","N","N","N","N","Y","01","01","09/03/2019","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1254754","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1254755","2","N","N","N","N","Y","01","01","08/31/2016","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1254756","2","Y","N","N","N","Y","01","06","08/26/2014","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254813","2","N","N","N","N","Y","01","06","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254817","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254818","2","N","N","N","N","Y","01","03","03/04/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254855","2","N","N","N","N","Y","01","06","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254860","2","Y","N","N","N","Y","01","06","08/28/2019","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1254864","2","N","N","N","N","Y","01","01","10/17/2016","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1254866","2","Y","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1254867","2","Y","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1254870","2","Y","N","N","N","Y","01","01","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1254901","2","Y","N","N","N","Y","01","08","09/01/2012","","","","Y","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1255268","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1255866","2","Y","N","N","N","Y","01","07","01/25/2021","","","","Y","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1255866","2","Y","N","N","N","Y","01","01","08/29/2017","12/08/2020","14","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1255905","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256004","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256016","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256063","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256074","2","Y","N","N","N","Y","01","06","08/29/2018","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256078","2","N","N","N","N","Y","01","05","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256088","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256096","2","N","N","N","N","Y","01","01","08/29/2018","","","","Y","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256103","2","Y","N","N","N","N","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256114","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256119","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256123","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256124","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256135","2","N","N","N","N","Y","01","06","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256230","2","N","N","N","N","Y","01","06","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256236","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256238","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256266","2","Y","N","N","N","N","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256291","2","Y","N","N","N","N","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256300","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256321","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256335","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256338","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256342","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256363","2","N","N","N","Y","Y","01","06","08/29/2017","","","","Y","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256382","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256385","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256414","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256509","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256514","2","Y","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256538","2","Y","N","N","N","Y","01","06","08/29/2017","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256556","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256633","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256667","2","N","N","N","N","Y","01","06","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256794","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256803","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256804","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256811","2","Y","N","N","N","N","01","01","08/31/2016","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256858","2","N","N","N","N","Y","01","01","01/25/2021","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256908","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256926","2","Y","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256941","2","Y","N","N","N","N","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256961","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1256974","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1257005","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1257035","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1257249","2","N","N","N","N","Y","01","05","09/30/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1257336","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1257449","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1257589","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1257882","2","N","N","N","N","Y","01","04","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1258247","2","N","N","N","N","Y","01","01","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1258352","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1259562","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1259679","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1260344","2","N","N","N","N","Y","01","01","08/26/2014","","","","N","Y","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1260449","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1260467","2","N","N","N","N","Y","01","01","08/31/2016","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1260517","2","N","N","N","N","Y","01","01","01/05/2016","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1260554","2","Y","N","N","N","Y","01","01","08/25/2015","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1260606","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1260672","2","Y","N","N","N","Y","01","01","08/25/2015","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1260678","2","N","N","N","N","Y","01","08","08/25/2015","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1260717","2","N","N","N","N","Y","01","01","08/28/2019","09/28/2020","01","UNKN","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1260742","2","N","N","N","N","Y","01","01","09/08/2020","","","","Y","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1260769","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1261066","2","N","N","N","N","Y","01","08","12/05/2012","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1261091","2","N","N","N","N","Y","01","01","09/10/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1261095","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","02","Y","Y","N","02","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1261173","2","N","N","Y","N","Y","01","08","08/25/2015","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1261321","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1261333","2","N","N","N","N","Y","01","01","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1261338","2","Y","N","N","N","Y","01","06","08/25/2015","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1261486","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1261838","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1262269","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1263143","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1263254","2","N","N","N","N","Y","01","01","08/28/2019","01/03/2021","01","PS032","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1263337","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1263366","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1263400","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1263403","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1263500","1","N","N","N","Y","Y","01","01","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1263581","2","N","N","N","N","Y","01","01","01/13/2020","11/01/2020","04","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1263606","2","Y","N","N","N","N","01","08","08/25/2015","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1263698","2","N","N","N","N","Y","01","01","08/29/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1263898","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1263946","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1263964","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
